ANNEE;NOM_MAT;TYPE;STATUT;FI_ET;FI_EJ;COM;NOMCOM;CPO;ADRESSE;LIT_OBS;SALTRAV;ACCTOT
2016;HOPITAL PRIVE DE LA SEINE SAINT DENIS;2b;PRIVE LUCRATIF;930300116;930000427;93007;LE BLANC-MESNIL;93156;7 AV HENRI BARBUSSE;60;5;2494
2014;CLINIQUE VAUBAN SANTE;1;PRIVE LUCRATIF;930300298;930025523;93046;LIVRY-GARGAN;93190;135 AV VAUBAN;31;4;1380
2014;CHI DE CRETEIL;3;PUBLIC;940000573;940110018;94028;CRETEIL;94010;40 AV DE VERDUN;75;7;3511
2015;HOPITAL PRIVE DE MARNE-LA-VALLEE;2a;PRIVE LUCRATIF;940006679;940017338;94015;BRY-SUR-MARNE;94360;33 R LEON MENU;40;9;1927
2016;LES HOPITAUX DE SAINT MAURICE;2a;PUBLIC;940016868;940016819;94069;SAINT-MAURICE;94410;12 R DU VAL D OSNE;42;5;3279
2023;CH DE FLEYRIAT;2b;PUBLIC;010000024;010780054;01451;VIRIAT;01440;900 RTE DE PARIS;28;5;1841
2018;CENTRE HOSPITALIER DE BELLEY;1;PUBLIC;010000032;010780062;01034;BELLEY;01300;52 R GEORGES GIRERD;10;2;376
2021;CH DU HAUT BUGEY - GEOVREISSET;1;PUBLIC;010005239;010008407;01283;OYONNAX;01117;1 Route DE VEYZIAT;18;3;671
2020;HOPITAL PRIVE D'AMBERIEU;1;PRIVE LUCRATIF;010780203;010010718;01004;AMBERIEU EN BUGEY;01506;EN PRAGNAT NORD;15;4;718
2019;CH LAON;2a;PUBLIC;020000394;020000253;02408;LAON;02001;33 R MARCELIN BERTHELOT;18;3;812
2014;HOPITAL PRIVE ST CLAUDE;1;PRIVE LUCRATIF;020010047;020001632;02691;SAINT-QUENTIN;02109;1 BD SCHWEITZER;20;4;756
2021;CH DE MONTLUCON;2b;PUBLIC;030000079;030780100;03185;MONTLUCON;03109;18 AV DU 8 MAI 1945;24;3;957
2022;CH JACQUES LACARIN VICHY;2a;PUBLIC;030000087;030780118;03310;VICHY;03201;BD DENIERE;18;3;1009
2013;CENTRE HOSPITALIER DE MANOSQUE;1;PUBLIC;040000093;040780215;04112;MANOSQUE;04101;R AUGUSTE GIRARD;19;2;839
2018;CENTRE HOSPITALIER DE GRASSE;2b;PUBLIC;060000478;060780897;06069;GRASSE;06135;CHE DE CLAVARY;32;6;1826
2014;CH PIERRE NOUVEAU CANNES;2a;PUBLIC;060000544;060780988;06029;CANNES;06414;15 AV DES BROUSSAILLES;28;4;1627
2017;CLINIQUE SAINT GEORGE;1;PRIVE LUCRATIF;060780715;060000361;06088;NICE;06105;2 AV DE RIMIEZ;30;6;1544
2014;POLYCLINIQUE SANTA MARIA;1;PRIVE LUCRATIF;060780756;060000403;06088;NICE;06200;57 AV DE LA CALIFORNIE;53;5;2363
2014;CH D'ARDÈCHE NORD;2a;PUBLIC;070000179;070780358;07010;ANNONAY;07103;R DU BON PASTEUR;19;3;753
2017;CLINIQUE PASTEUR;1;PRIVE LUCRATIF;070780424;070000245;07102;GUILHERAND-GRANGES;07500;294 BD GENERAL DE GAULLE;26;4;969
2020;CLINIQUE PASTEUR;1;PRIVE LUCRATIF;070780424;070000245;07102;GUILHERAND GRANGES;07500;294 BD GENERAL DE GAULLE;27;4;825
2013;HOPITAL MANCHESTER - CH CHARLEVILLE;2b;PUBLIC;080000425;080000615;08105;CHARLEVILLE-MEZIERES;08011;45 AV DE MANCHESTER;36;6;1683
2018;HOPITAL MANCHESTER - CH CHARLEVILLE;2b;PUBLIC;080000425;080000615;08105;CHARLEVILLE-MEZIERES;08011;45 AV DE MANCHESTER;26;6;1374
2020;CHIVAL SITE FOIX;2a;PUBLIC;090000175;090781774;09122;FOIX;09000;CHE DU BARRAU;23;2;966
2020;CH ARIEGE COUSERANS SITE ST LIZIER;1;PUBLIC;090000183;090781816;09268;SAINT LIZIER;09190;;4;2;198
2017;CENTRE HOSPITALIER DE TROYES;3;PUBLIC;100000090;100000017;10387;TROYES;10003;101 AV ANATOLE FRANCE;51;5;2103
2023;CENTRE HOSPITALIER DE TROYES;3;PUBLIC;100000090;100000017;10387;TROYES;10003;101 AV ANATOLE FRANCE;44;6;2255
2015;CLINIQUE DE CHAMPAGNE;1;PRIVE LUCRATIF;100002351;100000561;10387;TROYES;10012;4 R CHAIM SOUTINE;15;2;418
2017;CH CARCASSONNE;2a;PUBLIC;110000023;110780061;11069;CARCASSONNE;11010;1060 CHE DE LA MADELEINE;39;5;1580
2019;CH CARCASSONNE;2a;PUBLIC;110000023;110780061;11069;CARCASSONNE;11010;1060 CHE DE LA MADELEINE;30;5;1537
2014;POLYCLINIQUE LE LANGUEDOC;1;PRIVE LUCRATIF;110780228;110000114;11262;NARBONNE;11108;12 AV DE LA COTE DES ROSES;18;3;642
2013;C.H. DE RODEZ -HOPITAL JACQUES PUEL-;2b;PUBLIC;120000039;120780044;12202;RODEZ;12027;AV DE L'HOPITAL;29;5;1263
2020;CH DE RODEZ HOPITAL JACQUES PUEL;2b;PUBLIC;120000039;120780044;12202;RODEZ;12027;AV DE L'HOPITAL;24;3;1239
2017;CH VILLEFRANCHE ROUERG SITE CHARTREUSE;1;PUBLIC;120000054;120780069;12300;VILLEFRANCHE-DE-ROUERGUE;12200;AV CAYLET;12;3;528
2019;CH VILLEFRANCHE SITE CHARTREUSE;1;PUBLIC;120000054;120780069;12300;VILLEFRANCHE-DE-ROUERGUE;12200;AV CAYLET;12;3;510
2023;CH VILLEFRANCHE SITE CHARTREUSE;1;PUBLIC;120000054;120780069;12300;VILLEFRANCHE DE ROUERGUE;12200;AV CAYLET;12;3;359
2017;CHI SITE D'AIX EN PROVENCE;2b;PUBLIC;130000409;130041916;13001;AIX-EN-PROVENCE;13616;AV DES TAMARIS;35;6;1655
2016;CH SALON DE PROVENCE;2a;PUBLIC;130001225;130782634;13103;SALON-DE-PROVENCE;13658;207 AV JULIEN FABRE;21;3;1204
2013;CENTRE HOSPITALIER DE LA CIOTAT;1;PUBLIC;130002215;130785512;13028;LA CIOTAT;13708;BD LAMARTINE;20;3;968
2017;CENTRE HOSPITALIER DE LA CIOTAT;1;PUBLIC;130002215;130785512;13028;LA CIOTAT;13708;BD LAMARTINE;20;3;910
2021;CENTRE HOSPITALIER GENERAL LA CIOTAT;1;PUBLIC;130002215;130785512;13028;CIOTAT;13708;BD LAMARTINE;20;3;1119
2022;CENTRE HOSPITALIER GENERAL LA CIOTAT;1;PUBLIC;130002215;130785512;13028;CIOTAT;13708;BD LAMARTINE;20;3;1126
2015;CH JOSEPH IMBERT D'ARLES;1;PUBLIC;130002827;130789274;13004;ARLES;13637;QUA FOURCHON;27;3;1023
2022;CH JOSEPH IMBERT D'ARLES;1;PUBLIC;130002827;130789274;13004;ARLES;13637;QUA FOURCHON;20;3;717
2019;HOPITAL PRIVE BEAUREGARD VERT COTEAU;2a;PRIVE LUCRATIF;130784713;130038847;13055;MARSEILLE 12EME;13012;12 IMP DU LIDO;37;8;2219
2020;HOPITAL PRIVE BEAUREGARD VERT COTEAU;2a;PRIVE LUCRATIF;130784713;130038847;13055;MARSEILLE 12E ARRONDISSEMENT;13012;12 IMP DU LIDO;37;8;2386
2023;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;2a;PRIVE NON LUCRATIF;130786445;130002488;13001;AIX EN PROVENCE;13080;RTE DEPARTEMENTALE 14;62;7;2535
2013;CENTRE HOSPITALIER DE LISIEUX;2b;PUBLIC;140000027;140000035;14366;LISIEUX;14107;4 R ROGER AINI;32;0;1159
2020;CENTRE HOSPITALIER DE LISIEUX;2b;PUBLIC;140000027;140000035;14366;LISIEUX;14107;4 R ROGER AINI;28;4;1341
2013;CENTRE HOSPITALIER DE SAINT FLOUR;1;PUBLIC;150000032;150780088;15187;SAINT-FLOUR;15102;AV DOCTEUR MALLET;15;2;398
2022;CH HENRI MONDOR;2a;PUBLIC;150000040;150780096;15014;AURILLAC;15002;50 AV DE LA REPUBLIQUE;18;2;739
2013;CENTRE HOSPITALIER D'ANGOULEME;2b;PUBLIC;160000253;160000451;16015;ANGOULEME;16959;RPT DE GIRAC;29;5;1608
2018;CHI DU PAYS DE COGNAC;1;PUBLIC;160015368;160014411;16102;COGNAC;16112;65 AV D ANGOULEME;15;3;645
2014;CENTRE HOSPITALIER ST-JEAN D'ANGELY;1;PUBLIC;170000095;170780167;17347;SAINT-JEAN-D'ANGELY;17415;18 AV DU PORT;10;3;318
2019;CTRE HOSP. DE SAINTONGE - SAINTES;2b;PUBLIC;170000103;170780175;17415;SAINTES;17108;11 BD AMBROISE PARE;24;4;1487
2021;CTRE HOSP. DE SAINTONGE - SAINTES;2b;PUBLIC;170000103;170780175;17415;SAINTES;17108;11 BD AMBROISE PARE;24;4;1524
2023;CH DE SAINTONGE - SAINTES;2b;PUBLIC;170000103;170780175;17415;SAINTES;17108;11 BD AMBROISE PARE;24;4;1287
2014;CENTRE HOSPITALIER ROCHEFORT;2a;PUBLIC;170000152;170780225;17299;ROCHEFORT;17301;1 AV BELIGON;17;3;966
2018;CENTRE HOSPITALIER ROCHEFORT;2a;PUBLIC;170000152;170780225;17299;ROCHEFORT;17301;1 AV BELIGON;18;3;1179
2013;ETAB. DE SOINS PLURIDISCIPLIN. PASTEUR;1;PRIVE LUCRATIF;170780563;170000251;17306;ROYAN;17201;222 AV DE ROCHEFORT;24;3;588
2014;ETAB. DE SOINS PLURIDISCIPLIN. PASTEUR;1;PRIVE LUCRATIF;170780563;170000251;17306;ROYAN;17201;222 AV DE ROCHEFORT;24;3;438
2015;HOPITAL JACQUES COEUR - CH BOURGES;2b;PUBLIC;180000010;180000028;18033;BOURGES;18020;145 AV F MITTERAND;31;4;1319
2022;CH SAINT AMAND-MONTROND;1;PUBLIC;180000283;180000069;18197;SAINT AMAND MONTROND;18206;44 AV JEAN JAURES;15;2;294
2015;CENTRE HOSPITALIER D'USSEL;1;PUBLIC;190000091;190000075;19275;USSEL;19208;2 AV DOCTEUR ROULLET;6;2;218
2018;CENTRE HOSPITALIER D'USSEL;1;PUBLIC;190000091;190000075;19275;USSEL;19200;2 AV DU DOCTEUR ROULLET;6;2;165
2017;CLINIQUE SAINT-GERMAIN BRIVE;1;PRIVE LUCRATIF;190000257;190001131;19031;BRIVE-LA-GAILLARDE;19316;12 BD PAINLEVE;16;4;634
2019;CENTRE HOSPITALIER ROBERT MORLEVAT;1;PUBLIC;210987699;210780706;21603;SEMUR-EN-AUXOIS;21140;3 AV PASTEUR;14;2;411
2019;CENTRE HOSPITALIER YVES LE FOLL;3;PUBLIC;220000012;220000020;22278;SAINT-BRIEUC;22023;10 R MARCEL PROUST;34;5;1806
2014;CTRE HOSPITALIER DINAN;2a;PUBLIC;220000095;220000046;22050;DINAN;22101;74 R CHATEAUBRIAND;16;3;775
2014;C.H.P. SITE DU LITTORAL;2a;PRIVE LUCRATIF;220000301;220000673;22278;SAINT-BRIEUC;22003;58 R LA FAYETTE;24;5;866
2014;CENTRE HOSPITALIER GUINGAMP;1;PUBLIC;220000343;220000079;22070;GUINGAMP;22200;17/19 R DE L'ARMOR;17;2;637
2020;CENTRE HOSPITALIER LANNION;1;PUBLIC;220000368;220000103;22113;LANNION;22303;KERGOMAR;13;2;574
2022;CENTRE HOSPITALIER LANNION;1;PUBLIC;220000368;220000103;22113;LANNION;22303;KERGOMAR;13;2;535
2023;C.H DE BERGERAC;1;PUBLIC;240000372;240000059;24037;BERGERAC;24108;9 AV ALBERT CALMETTE;15;3;612
2013;CENTRE HOSPITALIER DE PERIGUEUX;2b;PUBLIC;240000489;240000117;24322;PERIGUEUX;24019;80 AV GEORGES POMPIDOU;34;6;1720
2014;CENTRE HOSPITALIER DE PERIGUEUX;2b;PUBLIC;240000489;240000117;24322;PERIGUEUX;24019;80 AV GEORGES POMPIDOU;34;6;1682
2021;CENTRE HOSPITALIER DE PERIGUEUX;2b;PUBLIC;240000489;240000117;24322;PERIGUEUX;24019;80 AV GEORGES POMPIDOU;35;6;1485
2014;CENTRE HOSPITALIER SARLAT;1;PUBLIC;240000687;240000448;24520;SARLAT-LA-CANEDA;24206;;15;2;342
2015;CENTRE HOSPITALIER SARLAT;1;PUBLIC;240000687;240000448;24520;SARLAT-LA-CANEDA;24206;;15;2;224
2022;CENTRE HOSPITALIER SARLAT;1;PUBLIC;240000687;240000448;24520;SARLAT LA CANEDA;24206;;15;3;274
2021;CHI HC SITE RIVES DU DOUBS PONTARLIER;2a;PUBLIC;250000700;250000452;25462;PONTARLIER;25304;2 FG SAINT ETIENNE;22;4;1201
2022;CHI HC SITE RIVES DU DOUBS PONTARLIER;2a;PUBLIC;250000700;250000452;25462;PONTARLIER;25304;2 FG SAINT ETIENNE;22;4;1084
2016;CHRU JEAN MINJOZ;3;PUBLIC;250006954;250000015;25056;BESANCON;25030;3 BD FLEMING;56;7;2745
2017;CHRU JEAN MINJOZ;3;PUBLIC;250006954;250000015;25056;BESANCON;25030;3 BD FLEMING;56;7;2770
2019;GR. HOSP. PORTES PROVENCE - MONTELIMAR;2a;PUBLIC;260000138;260000047;26198;MONTELIMAR;26216;QUA BEAUSSERET;32;6;1855
2015;CENTRE HOSPITALIER DIE;1;PUBLIC;260000286;260000104;26113;DIE;26150;2 R BOUVIER;4;1;113
2017;CENTRE HOSPITALIER DIE;1;PUBLIC;260000286;260000104;26113;DIE;26150;2 R BOUVIER;7;1;97
2017;CH BERNAY;1;PUBLIC;270000045;270000060;27056;BERNAY;27303;5 R ANNE DE TICHEVILLE;14;2;403
2013;CH EVREUX CHI EURE-SEINE;2b;PUBLIC;270000359;270023724;27229;EVREUX;27015;LEON SCHWARTZENBERG;34;5;2078
2016;CH GISORS;1;PUBLIC;270000367;270000086;27284;GISORS;27140;RTE DE ROUEN;11;2;501
2017;CH GISORS;1;PUBLIC;270000367;270000086;27284;GISORS;27140;RTE DE ROUEN;11;2;499
2017;CH VERNON CH EURE-SEINE;1;PUBLIC;270000458;270023724;27681;VERNON;27207;5 R DOCTEUR BURNET;14;4;725
2021;CH VERNON CH EURE-SEINE;1;PUBLIC;270000458;270023724;27681;VERNON;27207;5 R DOCTEUR BURNET;12;4;660
2014;CH DREUX;2a;PUBLIC;280000084;280000183;28134;DREUX;28102;44 AV PRESIDENT JOHN-FIT- KENNEDY;28;4;1698
2014;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;2b;PUBLIC;280504267;280000134;28110;LE COUDRAY;28630;4 R CLAUDE BERNARD;45;5;2632
2016;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;2b;PUBLIC;280504267;280000134;28110;LE COUDRAY;28630;4 R CLAUDE BERNARD;45;5;2661
2021;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;2b;PUBLIC;280504267;280000134;28110;COUDRAY;28630;4 R CLAUDE BERNARD;41;6;2403
2023;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;2b;PUBLIC;280504267;280000134;28110;LE COUDRAY;28630;4 R CLAUDE BERNARD;40;6;2285
2013;CHIC  - QUIMPER -;2b;PUBLIC;290000025;290020700;29232;QUIMPER;29107;14 AV YVES THEPOT;49;7;2704
2013;CHRU HOPITAL MORVAN;3;PUBLIC;290000058;290000017;29019;BREST;29609;2 AV FOCH;55;5;1840
2019;CHRU BREST SITE HOPITAL MORVAN;3;PUBLIC;290000058;290000017;29019;BREST;29609;5 AV FOCH;45;8;2158
2020;CHRU BREST SITE HOPITAL MORVAN;3;PUBLIC;290000058;290000017;29019;BREST;29609;5 AV FOCH;30;8;2191
2015;CH ND LA MISERICORDE;2b;PUBLIC;2A0000022;2A0000014;2A004;AJACCIO;20184;27 AV IMPERATRICE EUGENIE;19;3;987
2013;POLYCLINIQUE DU SUD DE LA CORSE;1;PRIVE LUCRATIF;2A0000154;2A0000204;2A247;PORTO-VECCHIO;20538;R DU DOCTEUR JOURDAN;8;2;240
2015;POLYCLINIQUE -LA RESIDENCE- MAYMARD;1;PRIVE LUCRATIF;2B0000145;2B0000053;2B033;BASTIA;20200;13 R MARCEL PAUL;16;2;527
2018;POLYCLINIQUE LA RESIDENCE MAYMARD;1;PRIVE LUCRATIF;2B0000145;2B0000053;2B033;BASTIA;20200;RTE USINE A GAZ;16;2;595
2021;POLYCL KENNEDY;2a;PRIVE LUCRATIF;300781465;300000726;30189;NIMES;30900;125 AV KENNEDY;22;3;977
2013;CENTRE HOSPITALIER COMMINGES PYRENEES;1;PUBLIC;310009279;310780671;31483;SAINT-GAUDENS;31800;21 BD D'ENCORE;14;2;515
2015;CENTRE HOSPITALIER COMMINGES PYRENEES;1;PUBLIC;310009279;310780671;31483;SAINT-GAUDENS;31800;21 BD D'ENCORE;14;2;473
2017;HOPITAUX MERE & ENFANTS CHU TLSE;3;PUBLIC;310016977;310781406;31555;TOULOUSE;31059;330 AV DE GRANDE BRETAGNE;109;9;4711
2022;HOPITAUX MERE & ENFANTS CHU TOULOUSE;3;PUBLIC;310016977;310781406;31555;TOULOUSE;31059;330 AV DE GRANDE BRETAGNE;104;9;4850
2018;CL ST CYPRIEN RIVE GAUCHE;2a;PRIVE LUCRATIF;310026083;310026075;31555;TOULOUSE;31076;49 ALL CHARLES DE FITTE;47;12;3631
2023;CL RIVE GAUCHE TOULOUSE;2a;PRIVE LUCRATIF;310026083;310026075;31555;TOULOUSE;31076;49 ALL CHARLES DE FITTE;51;12;3278
2018;Capio la Croix du Sud;1;PRIVE LUCRATIF;310026927;310026794;31445;QUINT-FONSEGRIVES;31130;52 Chem CHEMIN DE RIBAUTE;22;10;276
2013;CLINIQUE AMBROISE PARE;2b;PRIVE LUCRATIF;310780382;310000179;31555;TOULOUSE;31082;387 RTE DE SAINT SIMON;69;0;3743
2021;HOPITAL JOSEPH DUCUING;1;PRIVE NON LUCRATIF;310781067;310788898;31555;TOULOUSE;31076;15 R DE VARSOVIE;37;5;2463
2015;M.S.P.BX. BAGATELLE;1;PRIVE NON LUCRATIF;330000340;330780552;33522;TALENCE;33401;201 R ROBESPIERRE;40;6;2480
2017;M.S.P.BX. BAGATELLE;1;PRIVE NON LUCRATIF;330000340;330780552;33522;TALENCE;33401;201 R ROBESPIERRE;40;6;2602
2020;CENTRE HOSPITALIER D'ARCACHON;1;PUBLIC;330000555;330781204;33529;TESTE DE BUCH;33164;AV JEAN HAMEAU;18;3;1048
2023;POLYCLIN BORDEAUX-NORD AQUITAINE;2a;PRIVE LUCRATIF;330780479;330000274;33063;BORDEAUX;33077;33 R DU DOCTEUR FINLAY;46;7;2541
2023;CLINIQUE MUTUALISTE DU MEDOC;1;PRIVE NON LUCRATIF;330780495;330796392;33240;LESPARRE MEDOC;33340;64 R ARISTIDE BRIAND;9;2;196
2016;CENTRE MEDICO-CHIRURGICAL WALLERSTEIN;1;PRIVE NON LUCRATIF;330780537;330000324;33011;ARES;33740;14 BD JAVAL;13;2;358
2023;HOPITAL PRIVE WALLERSTEIN;1;PRIVE NON LUCRATIF;330780537;330000324;33011;ARES;33740;14B BD JAVAL;13;2;332
2015;CENTRE HOSPITALIER BEZIERS;2a;PUBLIC;340000033;340780055;34032;BEZIERS;34525;2 R VALENTIN HAÜY;26;3;1387
2018;HOPITAL ST CLAIR HBT SETE;2a;PUBLIC;340000223;340011295;34301;SETE;34207;BD CAMILLE BLANC;19;3;598
2019;CL ST LOUIS;1;PRIVE LUCRATIF;340780717;340023225;34111;GANGES;34190;13 PL JOSEPH BOUDOURESQUES;10;2;262
2017;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;3;PUBLIC;340796663;340780477;34172;MONTPELLIER;34295;371 AV DU DOYEN GASTON GIRAUD;72;10;3576
2019;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;3;PUBLIC;340796663;340780477;34172;MONTPELLIER;34295;371 AV DU DOYEN GASTON GIRAUD;74;10;3703
2021;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;3;PUBLIC;340796663;340780477;34172;MONTPELLIER;34295;371 AV DU DOYEN GASTON GIRAUD;74;9;3690
2022;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;3;PUBLIC;340796663;340780477;34172;MONTPELLIER;34295;371 AV DU DOYEN GASTON GIRAUD;74;9;3718
2021;CENTRE HOSPITALIER SAINT-MALO;2a;PUBLIC;350000147;350000022;35288;SAINT MALO;35403;1 R DE LA MARNE;26;4;1714
2020;CENTRE HOSPITALIER VITRE;2a;PUBLIC;350000188;350000055;35360;VITRE;35506;30 RTE DE RENNES;17;2;708
2021;CENTRE HOSPITALIER VITRE;2a;PUBLIC;350000188;350000055;35360;VITRE;35506;30 RTE DE RENNES;17;2;698
2023;CENTRE HOSPITALIER VITRE;2a;PUBLIC;350000188;350000055;35360;VITRE;35506;30 RTE DE RENNES;16;2;673
2021;CHRU RENNES SITE HOPITAL SUD;3;PUBLIC;350007084;350005179;35238;RENNES;35000;16 BD DE BULGARIE;73;15;3850
2023;CH LUCIEN HUSSEL DE VIENNE;2a;PUBLIC;380000174;380781435;38544;VIENNE;38200;MTE DU DOCTEUR CHAPUIS;28;4;1304
2018;CLINIQUE DES CEDRES;1;PRIVE LUCRATIF;380785956;380795211;38151;ECHIROLLES;38130;21 R ALBERT LONDRES;31;8;1022
2013;CH LONS;2b;PUBLIC;390000040;390780146;39300;LONS-LE-SAUNIER;39016;55 RUE DU DR JEAN MICHEL;19;5;1064
2021;CH LONS;2b;PUBLIC;390000040;390780146;39300;LONS LE SAUNIER;39016;55 R DR JEAN MICHEL;16;5;1056
2019;CH LOUIS PASTEUR DOLE;2a;PUBLIC;390000222;390780609;39198;DOLE;39108;AV LEON JOUHAUX;16;3;808
2013;CENTRE HOSPITALIER DE MONT DE MARSAN;2b;PUBLIC;400000139;400011177;40192;MONT-DE-MARSAN;40024;AV PIERRE DE COUBERTIN;31;4;1409
2014;CENTRE HOSPITALIER DE MONT DE MARSAN;2b;PUBLIC;400000139;400011177;40192;MONT-DE-MARSAN;40024;AV PIERRE DE COUBERTIN;31;4;1359
2020;CHI MONT DE MARSAN ET PAYS DES SOURCES;2b;PUBLIC;400000139;400011177;40192;MONT DE MARSAN;40024;AV PIERRE DE COUBERTIN;16;4;1248
2015;CH BLOIS;2b;PUBLIC;410000020;410000087;41018;BLOIS;41016;MAIL PIERRE CHARLOT;37;4;1553
2019;POLYCLINIQUE BLOIS;1;PRIVE LUCRATIF;410000202;410000319;41047;LA CHAUSSEE-SAINT-VICTOR;41260;1 R ROBERT DEBRE;20;5;618
2020;CLINIQUE DU SAINT COEUR - VENDOME;1;PRIVE LUCRATIF;410004998;410000871;41269;VENDOME;41100;10B R HONORE DE BALZAC;19;3;547
2021;CLINIQUE DU SAINT COEUR - VENDOME;1;PRIVE LUCRATIF;410004998;410000871;41269;VENDOME;41100;10B R HONORE DE BALZAC;19;3;554
2022;CLINIQUE DU SAINT COEUR - VENDOME;1;PRIVE LUCRATIF;410004998;410000871;41269;VENDOME;41100;10B R HONORE DE BALZAC;19;3;420
2015;CH PAYS DE GIER POLE MCO;1;PUBLIC;420780637;420002495;42207;SAINT-CHAMOND;42403;19 R VICTOR HUGO;24;0;830
2021;HOPITAL NORD - CHU42;3;PUBLIC;420785354;420784878;42275;SAINT PRIEST EN JAREZ;42277;AV ALBERT RAIMOND;60;11;2878
2016;CENTRE HOSPITALIER LE PUY - EMILE ROUX;2a;PUBLIC;430000117;430000018;43157;LE PUY-EN-VELAY;43012;12 BD DU DR CHANTEMESSE;21;3;1064
2016;CENTRE HOSPITALIER DE SAINT- NAZAIRE;2b;PUBLIC;440000016;440000057;44184;SAINT-NAZAIRE;44606;11 BD GEORGES CHARPAK;49;7;2471
2023;CH DE SAINT NAZAIRE;2b;PUBLIC;440000016;440000057;44184;SAINT NAZAIRE;44606;11 BD GEORGES CHARPAK;42;7;2349
2015;CLINIQUE  BRETECHE-VIAUD SITE BRETECHE;1;PRIVE LUCRATIF;440000412;440000941;44109;NANTES;44046;3 R BERAUDIERE;33;5;1418
2022;CLINIQUE BRETECHE VIAUD;1;PRIVE LUCRATIF;440000412;440000941;44109;NANTES;44046;3 R BERAUDIERE;30;5;1359
2016;CENTRE HOSPITALIER CHATEAUBRIANT;2a;PUBLIC;440000503;440000313;44036;CHATEAUBRIANT;44146;9 R DE VERDUN;15;4;594
2022;CH CNP SITE CHATEAUBRIANT;2a;PUBLIC;440000503;440000313;44036;CHATEAUBRIANT;44146;9 R DE VERDUN;15;4;548
2021;SANTE ATLANTIQUE;2a;PRIVE LUCRATIF;440033819;440006344;44162;SAINT HERBLAIN;44800;AV CLAUDE BERNARD;89;12;4191
2020;CH DEZARNAULDS - GIEN;1;PUBLIC;450000047;450000096;45155;GIEN;45503;2 AV JEAN VILLEJEAN;20;2;743
2013;CH AGGLOMERATION MONTARGOISE;2b;PUBLIC;450000062;450000104;45004;AMILLY;45200;658 R DES BOURGOINS;28;3;1330
2021;CH AGGLOMERATION MONTARGOISE;2b;PUBLIC;450000062;450000104;45004;AMILLY;45200;658 R DES BOURGOINS;25;3;1227
2022;CHR ORLÉANS - HÔPITAL DE LA SOURCE;3;PUBLIC;450002613;450000088;45234;ORLEANS;45067;14 AV DE L'HOPITAL;84;8;4517
2017;POLYCLINIQUE LES LONGUES ALLEES;2a;PRIVE LUCRATIF;450010079;450000195;45302;SARAN;45770;553 AV JACQUELINE AURIOL;30;4;531
2018;CH JEAN ROUGIER CAHORS;2a;PUBLIC;460000110;460780216;46042;CAHORS;46005;335 R PRESIDENT WILSON;18;3;705
2016;CH AGEN NERAC - HOPITAL SAINT-ESPRIT;2b;PUBLIC;470000423;470016171;47001;AGEN;47923;RTE DE VILLENEUVE;20;3;886
2019;CH AGEN NERAC - HOPITAL SAINT-ESPRIT;2b;PUBLIC;470000423;470016171;47001;AGEN;47923;RTE DE VILLENEUVE;20;3;1124
2022;CH VILLENEUVE -POLE SANTE VILLENEUVOIS;1;PUBLIC;470000431;470000324;47323;VILLENEUVE SUR LOT;47305;;25;4;630
2021;CHR ANGERS SITE LARREY;3;PUBLIC;490000049;490000031;49007;ANGERS;49933;4 R LARREY;73;11;3738
2015;CENTRE HOSPITALIER DE CHOLET;2b;PUBLIC;490000635;490000676;49099;CHOLET;49325;1 R MARENGO;40;5;1927
2019;CENTRE HOSPITALIER DE SAUMUR;2a;PUBLIC;490001765;490528452;49328;SAUMUR;49403;RTE DE FONTEVRAUD;18;4;1020
2021;CH DE SAUMUR;2a;PUBLIC;490001765;490528452;49328;SAUMUR;49403;RTE DE FONTEVRAUD;18;4;1051
2015;POLYCLINIQUE DU PARC;1;PRIVE LUCRATIF;490002037;490000890;49099;CHOLET;49300;AV DES SABLES;50;0;974
2023;POLYCLINIQUE DU PARC;1;PRIVE LUCRATIF;490002037;490000890;49099;CHOLET;49300;2 AV DES SABLES;25;4;363
2021;CLINIQUE DE L'ANJOU;2a;PRIVE LUCRATIF;490014909;490008109;49007;ANGERS;49044;9 R DE L HIRONDELLE;38;6;1966
2015;CH D'AVRANCHES-GRANVILLE;2b;PUBLIC;500000021;500000054;50025;AVRANCHES;50303;59 R DE LA LIBERTE;24;4;1182
2017;CHAG - SITE AVRANCHES;2b;PUBLIC;500000021;500000054;50025;AVRANCHES;50303;59 R DE LA LIBERTE;24;4;1064
2021;CHAG - SITE AVRANCHES;2b;PUBLIC;500000021;500000054;50025;AVRANCHES;50303;59 R DE LA LIBERTE;24;4;1117
2022;CH MEMORIAL - SAINT-LO;2a;PUBLIC;500000450;500000112;50502;SAINT LO;50009;715 R DUNANT;22;4;1511
2023;CH MEMORIAL - SAINT-LO;2a;PUBLIC;500000450;500000112;50502;SAINT LO;50009;715 R DUNANT;12;4;1397
